cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean,singleScore,multiScore,baseClock,turboClock,boost_headroom,smt_efficiency,single_efficiency,scaling_efficiency,gaming_score,productivity_score,combined_score,r23_per_dollar,gaming_value,productivity_value
MT6893Z_C/CZA,395.0,6418,,1830,,95.0,,8,2021,unknown,Mobile/Embedded,802.25,67.5578947368421,2.281084449984419,Other,MT6893Z_C/CZA,,,,,,,,,1830.0,6418.0,6418.0,,4.632911392405063,16.248101265822786
Intel Xeon E5-2608L v3 @ 2.00GHz,441.0,6415,14.55,1210,2.74,52.0,123.37,6,2018,LGA2011-v3,Server,1069.1666666666667,123.36538461538461,1.1317225253312548,Intel,Intel Xeon E5-2608L v3,,,,,,,,,1210.0,6415.0,6415.0,,2.743764172335601,14.546485260770975
Intel Core i5-10210U @ 1.60GHz,702.62,6401,9.11,2233,3.18,15.0,426.76,4,2019,FCBGA1528,Laptop,1600.25,426.73333333333335,1.395406967661303,Intel,Intel Core i5-10210U,,,,,,,,,2233.0,6401.0,6401.0,,3.1781048077196776,9.11018758361561
Intel Core i7-3770 @ 3.40GHz,139.98,6397,45.7,2076,14.83,77.0,83.08,4,2012,LGA1155,Desktop,1599.25,83.07792207792208,1.2981084883539158,Intel,Intel Core i7-3770,,,,,,,,,2076.0,6397.0,6397.0,,14.830690098585514,45.69938562651808
Intel Core i7-4870HQ @ 2.50GHz,169.99,6387,,2089,,47.0,135.89,4,2014,FCBGA1364,Laptop,1596.75,135.89361702127658,1.3082824487239706,Intel,Intel Core i7-4870HQ,,,,,,,,,2089.0,6387.0,6387.0,,12.288958174010235,37.57279839990588
AMD Opteron 6282 SE,223.39,6385,28.58,953,4.27,140.0,45.61,16,2013,unknown,Server,399.0625,45.607142857142854,2.3880971025841817,AMD,AMD Opteron 6282 SE,,,,,,,,,953.0,6385.0,6385.0,,4.266081740453915,28.582300013429432
"Qualcomm Technologies, Inc SM8350AC",395.0,6385,,2732,,95.0,,8,2021,unknown,Mobile/Embedded,798.125,67.21052631578948,3.4230227094753327,Other,"Qualcomm Technologies, Inc SM8350AC",,,,,,,,,2732.0,6385.0,6385.0,,6.916455696202532,16.164556962025316
Intel Core i7-8665U @ 1.90GHz,704.49,6383,9.06,2236,3.17,15.0,425.51,4,2019,FCBGA1528,Laptop,1595.75,425.53333333333336,1.4012219959266803,Intel,Intel Core i7-8665U,,,,,,,,,2236.0,6383.0,6383.0,,3.1739272381439054,9.060455080980567
Intel Xeon X5675 @ 3.07GHz,30.98,6378,205.88,1473,47.55,95.0,67.14,6,2011,LGA1366,Server,1063.0,67.13684210526316,1.385700846660395,Intel,Intel Xeon X5675,,,,,,,,,1473.0,6378.0,6378.0,,47.54680438992899,205.87475790832795
Intel Xeon E5-2420 v2 @ 2.20GHz,85.19,6362,74.68,1382,16.22,80.0,79.52,6,2014,FCLGA1356,Server,1060.3333333333333,79.525,1.3033637220999688,Intel,Intel Xeon E5-2420 v2,,,,,,,,,1382.0,6362.0,6362.0,,16.222561333489846,74.68012677544313
Intel Core i7-8565U @ 1.80GHz,615.0,6358,10.34,2246,3.65,15.0,423.86,4,2018,FCBGA1356,Laptop,1589.5,423.8666666666667,1.4130229631959736,Intel,Intel Core i7-8565U,,,,,,,,,2246.0,6358.0,6358.0,,3.652032520325203,10.33821138211382
Intel Core i7-8650U @ 1.90GHz,1049.0,6358,6.06,2154,2.05,15.0,423.89,4,2017,FC-BGA1356,Laptop,1589.5,423.8666666666667,1.3551431267694243,Intel,Intel Core i7-8650U,,,,,,,,,2154.0,6358.0,6358.0,,2.0533841754051476,6.061010486177311
AMD Ryzen 3 PRO 1200,169.99,6347,,1936,,65.0,97.65,4,2017,AM4,Desktop,1586.75,97.64615384615385,1.220103986135182,AMD,AMD Ryzen 3 PRO 1200,,,,,,,,,1936.0,6347.0,6347.0,,11.388905229719395,37.337490440614154
Intel Xeon E-2254ML @ 1.70GHz,169.99,6333,,2029,,25.0,253.31,4,2019,FCBGA1440,Server,1583.25,253.32,1.2815411337438813,Intel,Intel Xeon E-2254ML,,,,,,,,,2029.0,6333.0,6333.0,,11.93599623507265,37.255132654862045
Intel Xeon E5-2640 @ 2.50GHz,75.0,6321,84.28,1348,17.98,95.0,66.54,6,2012,LGA2011,Server,1053.5,66.53684210526316,1.2795443758898908,Intel,Intel Xeon E5-2640,,,,,,,,,1348.0,6321.0,6321.0,,17.973333333333333,84.28
Intel Xeon E3-1245 V2 @ 3.40GHz,367.5,6316,17.19,2042,5.56,77.0,82.02,4,2012,LGA1155,Server,1579.0,82.02597402597402,1.2932235592146928,Intel,Intel Xeon E3-1245 V2,,,,,,,,,2042.0,6316.0,6316.0,,5.556462585034014,17.186394557823128
Intel Xeon E3-1225 v6 @ 3.30GHz,208.13,6312,30.33,2303,11.06,73.0,86.47,4,2017,FCLGA1151,Server,1578.0,86.46575342465754,1.4594423320659062,Intel,Intel Xeon E3-1225 v6,,,,,,,,,2303.0,6312.0,6312.0,,11.065199634843607,30.327199346562246
Intel Core i5-6600K @ 3.50GHz,135.0,6307,46.72,2332,17.27,91.0,69.31,4,2015,FCLGA1151,Desktop,1576.75,69.3076923076923,1.4789915966386555,Intel,Intel Core i5-6600K,,,,,,,,,2332.0,6307.0,6307.0,,17.274074074074075,46.71851851851852
AMD Ryzen 3 1200,103.55,6304,60.88,1927,18.61,65.0,96.98,4,2017,AM4,Desktop,1576.0,96.98461538461538,1.2227157360406091,AMD,AMD Ryzen 3 1200,,,,,,,,,1927.0,6304.0,6304.0,,18.609367455335587,60.87880251086432
Intel Xeon E3-1240 V2 @ 3.40GHz,99.99,6301,63.02,2044,20.44,69.0,91.32,4,2012,LGA1155,Server,1575.25,91.31884057971014,1.297571813997778,Intel,Intel Xeon E3-1240 V2,,,,,,,,,2044.0,6301.0,6301.0,,20.442044204420444,63.01630163016302
Intel Core i7-4760HQ @ 2.10GHz,169.99,6300,,1944,,47.0,134.05,4,2014,FCBGA1364,Laptop,1575.0,134.04255319148936,1.2342857142857142,Intel,Intel Core i7-4760HQ,,,,,,,,,1944.0,6300.0,6300.0,,11.43596682157774,37.061003588446376
Intel Core i7-4850HQ @ 2.30GHz,434.0,6299,14.51,1972,4.54,47.0,134.03,4,2013,FCBGA1364,Laptop,1574.75,134.0212765957447,1.252262263851405,Intel,Intel Core i7-4850HQ,,,,,,,,,1972.0,6299.0,6299.0,,4.543778801843318,14.513824884792626
Intel Xeon E5-4617 @ 2.90GHz,35.88,6298,175.52,1552,43.25,130.0,48.44,6,2014,LGA 2011,Server,1049.6666666666667,48.44615384615385,1.4785646236900603,Intel,Intel Xeon E5-4617,,,,,,,,,1552.0,6298.0,6298.0,,43.255295429208466,175.52954292084726
Intel Core i7-4790T @ 2.70GHz,893.0,6291,7.05,2100,2.35,45.0,139.81,4,2014,LGA1150,Desktop,1572.75,139.8,1.335240820219361,Intel,Intel Core i7-4790T,,,,,,,,,2100.0,6291.0,6291.0,,2.3516237402015676,7.044792833146697
Intel Core i5-8350U @ 1.70GHz,297.0,6284,21.16,2031,6.84,15.0,418.94,4,2017,FC-BGA1356,Laptop,1571.0,418.93333333333334,1.292807129217059,Intel,Intel Core i5-8350U,,,,,,,,,2031.0,6284.0,6284.0,,6.838383838383838,21.15824915824916
Intel Core i3-1115G4 @ 3.00GHz,281.0,6273,22.33,2695,9.59,35.0,,2,2020,FCBGA1449,Laptop,3136.5,179.22857142857143,0.8592380041447474,Intel,Intel Core i3-1115G4,,,,,,,,,2695.0,6273.0,6273.0,,9.590747330960854,22.323843416370106
Intel Core i7-4910MQ @ 2.90GHz,459.95,6265,13.62,2019,4.39,47.0,133.3,4,2014,FCPGA946,Laptop,1566.25,133.29787234042553,1.2890662410215483,Intel,Intel Core i7-4910MQ,,,,,,,,,2019.0,6265.0,6265.0,,4.389607566039787,13.621045765844114
Intel Xeon E5-2620 v2 @ 2.10GHz,49.0,6246,127.47,1303,26.59,80.0,78.08,6,2013,FCLGA2011,Server,1041.0,78.075,1.2516810758885686,Intel,Intel Xeon E5-2620 v2,,,,,,,,,1303.0,6246.0,6246.0,,26.591836734693878,127.46938775510205
AMD Opteron 6276,968.46,6245,6.45,1005,1.04,115.0,54.3,8,2013,Socket G34,Server,780.625,54.30434782608695,1.2874299439551642,AMD,AMD Opteron 6276,,,,,,,,,1005.0,6245.0,6245.0,,1.037730004336782,6.448381967246969
Intel Xeon E5-2637 v2 @ 3.50GHz,127.52,6244,48.96,1849,14.5,130.0,48.03,4,2014,LGA 2011,Server,1561.0,48.03076923076923,1.1844971172325431,Intel,Intel Xeon E5-2637 v2,,,,,,,,,1849.0,6244.0,6244.0,,14.499686323713927,48.96486825595985
Intel Core i5-8365U @ 1.60GHz,539.07,6239,11.57,2166,4.02,15.0,415.95,4,2019,FCBGA1528,Laptop,1559.75,415.93333333333334,1.3886840839878185,Intel,Intel Core i5-8365U,,,,,,,,,2166.0,6239.0,6239.0,,4.018031053480994,11.573636076947334
Intel Xeon D-1622 @ 2.60GHz,170.0,6205,36.5,1875,11.03,40.0,155.12,4,2021,FCBGA1667,Server,1551.25,155.125,1.20870265914585,Intel,Intel Xeon D-1622,,,,,,,,,1875.0,6205.0,6205.0,,11.029411764705882,36.5
Intel Xeon W-2104 @ 3.20GHz,255.0,6202,24.32,1836,7.2,120.0,51.69,4,2018,FCLGA2066,Server,1550.5,51.68333333333333,1.1841341502741052,Intel,Intel Xeon W-2104,,,,,,,,,1836.0,6202.0,6202.0,,7.2,24.32156862745098
Intel Xeon E3-1230 V2 @ 3.30GHz,61.97,6192,99.93,1994,32.18,69.0,89.75,4,2012,LGA1155,Server,1548.0,89.73913043478261,1.2881136950904393,Intel,Intel Xeon E3-1230 V2,,,,,,,,,1994.0,6192.0,6192.0,,32.176859770856865,99.91931579796676
Intel Core i7-8565UC @ 1.80GHz,169.99,6187,,2527,,15.0,412.45,4,2020,FCBGA1528,Laptop,1546.75,412.46666666666664,1.6337481816712462,Intel,Intel Core i7-8565UC,,,,,,,,,2527.0,6187.0,6187.0,,14.865580328254602,36.39625860344726
Intel Core i5-1030NG7 @ 1.10GHz,169.99,6180,,1832,,10.0,617.95,4,2020,BGA1526,Laptop,1545.0,618.0,1.1857605177993527,Intel,Intel Core i5-1030NG7,,,,,,,,,1832.0,6180.0,6180.0,,10.777104535560914,36.35507971057121
Intel Core i7-3770S @ 3.10GHz,114.0,6178,54.2,2034,17.84,65.0,95.05,4,2012,LGA1155,Desktop,1544.5,95.04615384615384,1.31693104564584,Intel,Intel Core i7-3770S,,,,,,,,,2034.0,6178.0,6178.0,,17.842105263157894,54.19298245614035
Intel Xeon E3-1240L v5 @ 2.10GHz,278.0,6173,22.21,1906,6.86,25.0,246.93,4,2017,FCLGA1151,Server,1543.25,246.92,1.2350558885468979,Intel,Intel Xeon E3-1240L v5,,,,,,,,,1906.0,6173.0,6173.0,,6.856115107913669,22.205035971223023
Intel Core i3-8100 @ 3.60GHz,169.99,6163,36.26,2240,13.18,65.0,94.82,4,2017,FCLGA1151-2,Desktop,1540.75,94.81538461538462,1.4538374168424468,Intel,Intel Core i3-8100,,,,,,,,,2240.0,6163.0,6163.0,,13.17724572033649,36.25507382787222
Intel Core i3-9300T @ 3.20GHz,143.0,6162,43.09,2318,16.21,35.0,176.07,4,2019,FCLGA1151-2,Desktop,1540.5,176.05714285714285,1.5047062641999351,Intel,Intel Core i3-9300T,,,,,,,,,2318.0,6162.0,6162.0,,16.20979020979021,43.09090909090909
SM7325,395.0,6145,,2147,,95.0,,8,2021,unknown,Mobile/Embedded,768.125,64.6842105263158,2.7951179820992675,Other,SM7325,,,,,,,,,2147.0,6145.0,6145.0,,5.435443037974683,15.556962025316455
AMD Ryzen 3 PRO 3300U,169.99,6144,,2060,,15.0,409.61,4,2019,FP5,Laptop,1536.0,409.6,1.3411458333333333,AMD,AMD Ryzen 3 PRO 3300U,,,,,,,,,2060.0,6144.0,6144.0,,12.118359903523736,36.143302547208656
Intel Core i7-4860HQ @ 2.40GHz,169.99,6138,,1901,,47.0,130.6,4,2014,FCBGA1364,Laptop,1534.5,130.59574468085106,1.2388400130335615,Intel,Intel Core i7-4860HQ,,,,,,,,,1901.0,6138.0,6138.0,,11.183010765339137,36.1080063533149
Intel Core i3-8300 @ 3.70GHz,265.7,6136,23.1,2262,8.51,62.0,98.97,4,2018,FCLGA1151-2,Desktop,1534.0,98.96774193548387,1.4745762711864407,Intel,Intel Core i3-8300,,,,,,,,,2262.0,6136.0,6136.0,,8.513360933383515,23.09371471584494
Intel Xeon E5-2630 @ 2.30GHz,49.0,6131,125.12,1270,25.92,95.0,64.54,6,2012,LGA2011,Server,1021.8333333333334,64.53684210526316,1.242864133094112,Intel,Intel Xeon E5-2630,,,,,,,,,1270.0,6131.0,6131.0,,25.918367346938776,125.12244897959184
AMD FX-8370 Eight-Core,218.99,6128,27.98,1626,7.43,125.0,49.02,4,2014,AM3+,Desktop,1532.0,49.024,1.0613577023498695,AMD,AMD FX-8370 Eight-Core,,,,,,,,,1626.0,6128.0,6128.0,,7.424996575186081,27.98301292296452
Intel Core i7-4770HQ @ 2.20GHz,169.99,6125,,1934,,47.0,130.31,4,2014,FCBGA1364,Laptop,1531.25,130.31914893617022,1.2630204081632652,Intel,Intel Core i7-4770HQ,,,,,,,,,1934.0,6125.0,6125.0,,11.377139831754809,36.03153126654509
Intel Core i5-6600 @ 3.30GHz,119.0,6107,51.32,2284,19.2,65.0,93.96,4,2015,LGA 1151,Desktop,1526.75,93.95384615384616,1.4959882102505322,Intel,Intel Core i5-6600,,,,,,,,,2284.0,6107.0,6107.0,,19.19327731092437,51.319327731092436
Intel Xeon X5660 @ 2.80GHz,72.33,6107,84.43,1387,19.17,95.0,64.28,6,2010,LGA1366,Server,1017.8333333333334,64.28421052631579,1.3626985426559686,Intel,Intel Xeon X5660,,,,,,,,,1387.0,6107.0,6107.0,,19.175998893958248,84.43246232545279
Intel Core i5-8265U @ 1.60GHz,499.88,6103,12.21,2122,4.25,15.0,406.87,4,2018,FCBGA1528,Laptop,1525.75,406.8666666666667,1.3907914140586597,Intel,Intel Core i5-8265U,,,,,,,,,2122.0,6103.0,6103.0,,4.245018804513083,12.208930143234376
Intel Xeon X5670 @ 2.93GHz,63.94,6090,95.25,1392,21.77,95.0,64.11,6,2010,LGA1366,Server,1015.0,64.10526315789474,1.3714285714285714,Intel,Intel Xeon X5670,,,,,,,,,1392.0,6090.0,6090.0,,21.770409759149203,95.24554269627777
Intel Core i7-5675C @ 3.10GHz,169.99,6089,,2249,,65.0,93.67,4,2015,LGA1150,Desktop,1522.25,93.67692307692307,1.4774182952865824,Intel,Intel Core i7-5675C,,,,,,,,,2249.0,6089.0,6089.0,,13.230190011177127,35.81975410318254
Intel Xeon E3-1505L v6 @ 2.20GHz,169.99,6088,,1848,,25.0,243.52,4,2017,FCBGA1440,"Laptop, Server",1522.0,243.52,1.21419185282523,Intel,Intel Xeon E3-1505L v6,,,,,,,,,1848.0,6088.0,6088.0,,10.871227719277604,35.81387140420024
Intel Core i3-8100B @ 3.60GHz,133.0,6081,45.72,2363,17.77,65.0,93.55,4,2019,FCBGA1440,Laptop,1520.25,93.55384615384615,1.554349613550403,Intel,Intel Core i3-8100B,,,,,,,,,2363.0,6081.0,6081.0,,17.76691729323308,45.721804511278194
Intel Xeon E3-1268L v5 @ 2.40GHz,456.54,6079,13.32,1654,3.62,35.0,173.69,4,2018,FCLGA1151,"Laptop, Server",1519.75,173.68571428571428,1.0883368975160388,Intel,Intel Xeon E3-1268L v5,,,,,,,,,1654.0,6079.0,6079.0,,3.622902702939501,13.31537214701888
Intel Core i5-7600T @ 2.80GHz,298.0,6073,20.38,2231,7.49,35.0,173.5,4,2017,FCLGA1151,Desktop,1518.25,173.5142857142857,1.4694549645973982,Intel,Intel Core i5-7600T,,,,,,,,,2231.0,6073.0,6073.0,,7.4865771812080535,20.379194630872483
Intel Xeon E5-2658 @ 2.10GHz,1350.7,6073,4.5,1156,0.86,95.0,63.92,8,2012,LGA2011,Server,759.125,63.92631578947368,1.5228058620121852,Intel,Intel Xeon E5-2658,,,,,,,,,1156.0,6073.0,6073.0,,0.855852520915081,4.496187162212186
AMD Opteron 6344,379.0,6069,16.01,1231,3.25,115.0,52.77,6,2013,unknown,Server,1011.5,52.77391304347826,1.217004448838359,AMD,AMD Opteron 6344,,,,,,,,,1231.0,6069.0,6069.0,,3.2480211081794197,16.013192612137203
Intel Core i5-7500 @ 3.40GHz,165.99,6064,36.53,2284,13.76,65.0,93.3,4,2016,LGA1151,Desktop,1516.0,93.29230769230769,1.5065963060686016,Intel,Intel Core i5-7500,,,,,,,,,2284.0,6064.0,6064.0,,13.759865052111572,36.532321224170126
Intel Xeon E-2104G @ 3.20GHz,510.0,6057,11.88,1963,3.85,65.0,93.19,4,2018,FCLGA1151-2,Server,1514.25,93.18461538461538,1.2963513290407793,Intel,Intel Xeon E-2104G,,,,,,,,,1963.0,6057.0,6057.0,,3.8490196078431373,11.876470588235295
Intel Core i7-4900MQ @ 2.80GHz,556.0,6051,10.88,1951,3.51,47.0,128.75,4,2013,FCPGA946,Laptop,1512.75,128.74468085106383,1.2897041811270864,Intel,Intel Core i7-4900MQ,,,,,,,,,1951.0,6051.0,6051.0,,3.508992805755396,10.883093525179856
AMD EPYC 3101 4-Core,169.99,6050,,1787,,65.0,,4,2021,unknown,Unknown,1512.5,93.07692307692308,1.181487603305785,AMD,AMD EPYC 3101 4-Core,,,,,,,,,1787.0,6050.0,6050.0,,10.512383081357726,35.590328842873106
Intel Xeon E3-1275L v3 @ 2.70GHz,169.99,6035,,2106,,45.0,134.1,4,2015,LGA1150,Server,1508.75,134.11111111111111,1.395857497928749,Intel,Intel Xeon E3-1275L v3,,,,,,,,,2106.0,6035.0,6035.0,,12.388964056709218,35.502088358138714
Intel Core i7-4810MQ @ 2.80GHz,179.95,6034,33.53,2004,11.14,47.0,128.37,4,2014,FCPGA946,Laptop,1508.5,128.38297872340425,1.3284719920450778,Intel,Intel Core i7-4810MQ,,,,,,,,,2004.0,6034.0,6034.0,,11.136426785218116,33.5315365379272
Intel Core i7-5700HQ @ 2.70GHz,169.99,6023,,2025,,47.0,128.15,4,2015,FCBGA1364,Laptop,1505.75,128.14893617021278,1.344844761746638,Intel,Intel Core i7-5700HQ,,,,,,,,,2025.0,6023.0,6023.0,,11.912465439143478,35.43149597035119
vendor Kirin990,395.0,5998,,2015,,95.0,,8,2021,unknown,Mobile/Embedded,749.75,63.136842105263156,2.68756252084028,Other,vendor Kirin990,,,,,,,,,2015.0,5998.0,5998.0,,5.10126582278481,15.184810126582278
Intel Core i5-8265UC @ 1.60GHz,169.99,5988,,2200,,65.0,,4,2019,FCBGA1528,Laptop,1497.0,92.12307692307692,1.4696058784235138,Intel,Intel Core i5-8265UC,,,,,,,,,2200.0,5988.0,5988.0,,12.941937761044766,35.225601505970936
Intel Xeon E3-1265L v3 @ 2.50GHz,699.95,5987,8.55,2104,3.01,45.0,133.05,4,2012,FCLGA1150,Server,1496.75,133.04444444444445,1.4057123768164357,Intel,Intel Xeon E3-1265L v3,,,,,,,,,2104.0,5987.0,5987.0,,3.005928994928209,8.553468104864633
AMD FX-9370 Eight-Core,253.0,5985,23.66,1671,6.61,220.0,27.21,4,2013,AM3+,Desktop,1496.25,27.204545454545453,1.1167919799498747,AMD,AMD FX-9370 Eight-Core,,,,,,,,,1671.0,5985.0,5985.0,,6.604743083003952,23.656126482213438
AMD Ryzen 3 PRO 2300U,169.99,5982,,1853,,15.0,398.8,4,2018,FP5,Laptop,1495.5,398.8,1.2390504847876964,AMD,AMD Ryzen 3 PRO 2300U,,,,,,,,,1853.0,5982.0,5982.0,,10.900641214189069,35.19030531207718
AMD FX-8350 Eight-Core,122.99,5969,48.53,1576,12.81,125.0,47.75,4,2012,AM3+,Desktop,1492.25,47.752,1.0561233037359692,AMD,AMD FX-8350 Eight-Core,,,,,,,,,1576.0,5969.0,5969.0,,12.814049922757949,48.532401008212055
Intel Core i7-3840QM @ 2.80GHz,548.87,5966,10.87,1954,3.56,45.0,132.57,4,2012,rPGA988B,Laptop,1491.5,132.57777777777778,1.31009051290647,Intel,Intel Core i7-3840QM,,,,,,,,,1954.0,5966.0,5966.0,,3.5600415398910488,10.869604824457522
Intel Core i7-8550U @ 1.80GHz,169.99,5964,,2076,,15.0,397.63,4,2017,FC-BGA1356,Laptop,1491.0,397.6,1.392354124748491,Intel,Intel Core i7-8550U,,,,,,,,,2076.0,5964.0,5964.0,,12.212483087240425,35.0844167303959
Intel Xeon E3-1225 v5 @ 3.30GHz,399.0,5961,14.94,2064,5.17,80.0,74.51,4,2016,FCLGA1151,Server,1490.25,74.5125,1.385002516356316,Intel,Intel Xeon E3-1225 v5,,,,,,,,,2064.0,5961.0,5961.0,,5.172932330827067,14.93984962406015
Intel Core i5-8250U @ 1.60GHz,169.99,5941,,1932,,15.0,396.03,4,2017,FC-BGA1356,Laptop,1485.25,396.06666666666666,1.300791112607305,Intel,Intel Core i5-8250U,,,,,,,,,1932.0,5941.0,5941.0,,11.365374433790222,34.949114653803164
Intel Xeon E5-2650L @ 1.80GHz,49.0,5929,120.99,1091,22.26,70.0,84.69,8,2012,LGA 2011,Server,741.125,84.7,1.4720863552032384,Intel,Intel Xeon E5-2650L,,,,,,,,,1091.0,5929.0,5929.0,,22.26530612244898,121.0
AMD Ryzen Embedded V1404I,169.99,5917,,1938,,15.0,394.44,4,2020,unknown,"Desktop, Mobile/Embedded",1479.25,394.46666666666664,1.31012337333108,AMD,AMD Ryzen Embedded V1404I,,,,,,,,,1938.0,5917.0,5917.0,,11.400670627683981,34.80792987822813
Intel Xeon D-1528 @ 1.90GHz,215.8,5910,,1281,,35.0,168.85,6,2016,FCBGA1667,"Laptop, Server",985.0,168.85714285714286,1.300507614213198,Intel,Intel Xeon D-1528,,,,,,,,,1281.0,5910.0,5910.0,,5.936051899907321,27.386468952734013
MT6893Z/CZA,395.0,5908,,2065,,95.0,,8,2021,unknown,Mobile/Embedded,738.5,62.189473684210526,2.796208530805687,Other,MT6893Z/CZA,,,,,,,,,2065.0,5908.0,5908.0,,5.227848101265823,14.956962025316455
Intel Core i7-5700EQ @ 2.60GHz,169.99,5905,,2124,,47.0,125.64,4,2015,FCBGA1364,Laptop,1476.25,125.63829787234043,1.4387806943268417,Intel,Intel Core i7-5700EQ,,,,,,,,,2124.0,5905.0,5905.0,,12.494852638390492,34.73733749044061
AMD Ryzen 3 3350U,169.99,5904,,1976,,15.0,393.57,4,2021,unknown,Laptop,1476.0,393.6,1.3387533875338753,AMD,AMD Ryzen 3 3350U,,,,,,,,,1976.0,5904.0,5904.0,,11.624213189011117,34.73145479145832
Intel Xeon E5-2430L v2 @ 2.40GHz,215.8,5903,,1211,,60.0,98.39,6,2015,LGA 1356,Server,983.8333333333334,98.38333333333334,1.2308995426054548,Intel,Intel Xeon E5-2430L v2,,,,,,,,,1211.0,5903.0,5903.0,,5.6116774791473585,27.354031510658015
Intel Xeon E5-2440 @ 2.40GHz,170.0,5900,34.71,1282,7.54,95.0,62.11,6,2014,LGA 1356,Server,983.3333333333334,62.10526315789474,1.303728813559322,Intel,Intel Xeon E5-2440,,,,,,,,,1282.0,5900.0,5900.0,,7.541176470588235,34.705882352941174
AMD Ryzen 3 PRO 2200GE,169.99,5897,,2000,,35.0,168.47,4,2018,AM4,Desktop,1474.25,168.4857142857143,1.3566220111921317,AMD,AMD Ryzen 3 PRO 2200GE,,,,,,,,,2000.0,5897.0,5897.0,,11.765397964586152,34.690275898582264
AMD Opteron 6378,1709.92,5889,3.44,1127,0.66,115.0,51.21,8,2015,G34,Server,736.125,51.208695652173915,1.5309899813211072,AMD,AMD Opteron 6378,,,,,,,,,1127.0,5889.0,5889.0,,0.6590951623467765,3.444020772901656
Intel Xeon D-1521 @ 2.40GHz,169.99,5876,,1724,,45.0,130.58,4,2016,FCBGA1667,Server,1469.0,130.57777777777778,1.1735874744724302,Intel,Intel Xeon D-1521,,,,,,,,,1724.0,5876.0,5876.0,,10.141773045473263,34.566739219954115
Intel Xeon E5-1620 @ 3.60GHz,179.91,5871,32.64,1774,9.86,130.0,45.16,4,2012,LGA2011,Server,1467.75,45.16153846153846,1.2086526997104412,Intel,Intel Xeon E5-1620,,,,,,,,,1774.0,5871.0,5871.0,,9.860485798454784,32.63298315824579
Intel Xeon E5-2430 @ 2.20GHz,69.0,5863,84.97,1190,17.25,95.0,61.72,6,2012,LGA 1356,Server,977.1666666666666,61.71578947368421,1.2178065836602423,Intel,Intel Xeon E5-2430,,,,,,,,,1190.0,5863.0,5863.0,,17.246376811594203,84.97101449275362
Intel Xeon E5-1410 v2 @ 2.80GHz,19.2,5842,304.26,1689,87.97,80.0,73.02,4,2015,LGA 1356,Server,1460.5,73.025,1.156453269428278,Intel,Intel Xeon E5-1410 v2,,,,,,,,,1689.0,5842.0,5842.0,,87.96875,304.27083333333337
vendor Kirin985,395.0,5834,,1894,,95.0,,8,2022,unknown,Mobile/Embedded,729.25,61.410526315789475,2.5971888926979774,Other,vendor Kirin985,,,,,,,,,1894.0,5834.0,5834.0,,4.794936708860759,14.769620253164558
Intel Core i7-4800MQ @ 2.70GHz,239.99,5829,24.29,1944,8.1,47.0,124.02,4,2013,rPGA946B,Laptop,1457.25,124.02127659574468,1.3340195573854863,Intel,Intel Core i7-4800MQ,,,,,,,,,1944.0,5829.0,5829.0,,8.100337514063085,24.28851202133422
Intel Core i3-8300T @ 3.20GHz,158.95,5827,36.66,2005,12.62,25.0,233.07,4,2018,FCLGA1151-2,Desktop,1456.75,233.08,1.3763514673073622,Intel,Intel Core i3-8300T,,,,,,,,,2005.0,5827.0,5827.0,,12.61402956904687,36.659326832337214
AMD Ryzen 3 3300U,169.99,5803,,1899,,15.0,386.88,4,2019,FP5,Laptop,1450.75,386.8666666666667,1.3089781147682233,AMD,AMD Ryzen 3 3300U,,,,,,,,,1899.0,5803.0,5803.0,,11.171245367374551,34.13730219424672
Intel Core i7-4710MQ @ 2.50GHz,271.57,5800,21.36,1895,6.98,47.0,123.4,4,2014,FCPGA946,Laptop,1450.0,123.40425531914893,1.306896551724138,Intel,Intel Core i7-4710MQ,,,,,,,,,1895.0,5800.0,5800.0,,6.977943071767869,21.357292779025666
Intel Core i3-1115G4E @ 3.00GHz,285.0,5776,20.27,2552,8.95,15.0,385.06,2,2022,BGA 1449,Mobile/Embedded,2888.0,385.06666666666666,0.8836565096952909,Intel,Intel Core i3-1115G4E,,,,,,,,,2552.0,5776.0,5776.0,,8.95438596491228,20.266666666666666
AMD Opteron 4274 HE,76.99,5776,75.02,1060,13.77,65.0,88.86,4,2012,C32,Server,1444.0,88.86153846153846,0.7340720221606648,AMD,AMD Opteron 4274 HE,,,,,,,,,1060.0,5776.0,5776.0,,13.768021821015717,75.02273022470452
Intel Xeon E5-2450L @ 1.80GHz,65.0,5769,88.76,1013,15.58,70.0,82.42,8,2015,LGA 1356,Server,721.125,82.41428571428571,1.404749523314266,Intel,Intel Xeon E5-2450L,,,,,,,,,1013.0,5769.0,5769.0,,15.584615384615384,88.75384615384615
Intel Core i7-4720HQ @ 2.60GHz,169.99,5762,,1870,,47.0,122.59,4,2014,BGA1364,Laptop,1440.5,122.59574468085107,1.2981603609857688,Intel,Intel Core i7-4720HQ,,,,,,,,,1870.0,5762.0,5762.0,,11.000647096888052,33.8961115359727
